,,,,NFL Fantasy Football Stats - 2021/2022 Season Actuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,© FantasyCube.com,,
D. Cook,RB,Min,7,,,6,-,6,4,-,4,4,-,4,100%,13,,0,0,0,0,0,0,0,0,249,1159,6,57,49,34,224,0,9,0,0,1,3,2,172,13.3,
A. Dalton,QB,NO,14,,,400,-,400,400,-,400,400,-,400,0%,8,,149,87,1515,8,9,1,18,83,16,76,0,2,0,0,0,0,0,0,0,2,1,1,93,11.7,
S. Diggs,WR,Buf,7,,,9,-,9,17,-,17,13,-,13,100%,17,,0,0,0,0,0,0,1,0,0,0,0,0,164,103,1225,10,66,0,0,0,1,0,183,10.7,
D. Henry,RB,Ten,6,,,7,-,7,3,-,3,8,-,8,100%,8,,1,0,5,1,0,0,0,1,219,937,10,49,20,18,154,0,7,0,0,1,1,0,175,21.9,
A. Jones,RB,GB,14,,,14,-,14,21,-,21,17,-,17,100%,15,,0,0,0,0,0,0,0,0,171,799,4,37,65,52,391,6,22,19,0,0,2,1,177,11.8,
J. Jacobs,RB,LV,6,,,54,-,54,57,-,57,55,-,55,96%,15,,0,0,0,0,0,0,0,0,217,872,9,45,64,54,348,0,14,0,0,0,2,2,172,11.5,
D. Montgomery,RB,Chi,14,Q,,42,-,42,41,-,41,39,-,39,97%,13,,0,1,0,0,1,0,0,0,225,849,7,55,51,42,301,0,18,0,0,0,1,1,154,11.8,
M. Evans,WR,TB,11,,,16,-,16,24,-,24,22,-,22,100%,16,,0,0,0,0,0,0,0,0,1,10,0,1,114,74,1035,14,56,0,0,0,0,0,189,11.8,
J. Williams,RB,Den,9,,,23,-,23,22,-,22,24,-,24,99%,17,,0,0,0,0,0,0,0,0,203,903,4,52,53,43,316,3,12,0,0,0,2,1,162,9.5,
J. Winston,QB,NO,14,,,156,-,156,134,-,134,156,-,156,42%,7,,95,66,1170,14,3,0,11,56,32,166,1,17,0,0,0,0,0,0,0,0,2,1,120,17.2,
M. Gordon III,RB,Den,9,,,81,-,81,97,-,97,93,-,93,88%,16,,0,0,0,0,0,0,0,0,203,918,8,48,38,28,213,2,9,0,0,0,3,3,167,10.4,
T. Hill NO,QB,-,14,,,334,-,334,400,-,400,400,-,400,9%,12,,78,56,978,4,5,1,9,43,70,374,5,26,6,4,52,0,4,0,0,0,2,0,123,10.2,
T. Huntley,QB,Bal,10,,,400,-,400,369,-,369,400,-,400,1%,7,,122,66,1081,3,4,0,18,55,47,294,2,22,0,0,0,0,0,0,0,0,4,3,87,12.4,
T. Kelce,TE,KC,8,,,17,-,17,16,-,16,10,-,10,100%,16,,0,0,0,0,0,0,0,0,2,3,1,1,134,92,1125,9,63,0,0,0,1,1,171,10.7,
A. Dillon,RB,GB,14,,,46,-,46,53,-,53,50,-,50,96%,17,,0,0,0,0,0,0,0,0,187,803,5,50,37,34,313,2,15,0,0,0,2,1,152,8.9,
J. Brissett,QB,Cle,9,,,300,-,300,253,-,253,276,-,276,3%,11,,141,84,1283,5,4,0,19,69,19,70,1,9,0,0,0,0,0,0,0,1,6,3,76,6.9,
D. Johnson,WR,Pit,9,,,45,-,45,49,-,49,35,-,35,97%,16,,0,0,0,0,0,0,0,0,5,53,0,2,169,107,1161,8,59,0,0,1,2,2,167,10.5,
D. Singletary,RB,Buf,7,,,64,-,64,90,-,90,85,-,85,92%,17,,0,0,0,0,0,0,0,0,188,870,7,44,50,40,228,1,11,0,0,0,5,0,158,9.3,
D. Williams,RB,Ari,13,,,182,-,182,186,-,186,171,-,171,10%,17,,0,0,0,0,0,0,0,0,144,558,6,40,57,47,452,2,19,0,0,0,0,0,149,8.8,
M. Williams,WR,LAC,8,,,37,-,37,35,-,35,40,-,40,98%,16,,0,0,0,0,0,0,0,0,0,0,0,0,129,76,1146,9,51,0,0,1,0,0,171,10.7,
H. Renfrow,WR,LV,6,,,83,-,83,100,-,100,87,-,87,91%,17,,0,0,0,0,0,0,0,0,3,3,0,0,128,103,1038,9,51,303,0,0,1,1,156,9.2,
C. Lamb,WR,Dal,9,Q,,11,-,11,20,-,20,18,-,18,100%,16,,0,0,0,0,0,0,0,0,9,76,0,4,120,79,1102,6,54,139,0,0,0,0,154,9.6,
E. Mitchell,RB,SF,9,Q,,35,-,35,42,-,42,53,-,53,97%,11,,0,0,0,0,0,0,0,0,207,963,5,47,20,19,137,1,6,0,0,0,0,0,146,13.3,
K. Allen,WR,LAC,8,,,30,-,30,33,-,33,23,-,23,100%,16,,0,1,0,0,0,0,0,0,0,0,0,0,157,106,1138,6,66,0,0,1,1,0,152,9.5,
D. Metcalf,WR,Sea,11,,,58,-,58,45,-,45,52,-,52,96%,17,,0,0,0,0,0,0,0,0,1,6,0,0,129,75,967,12,48,0,0,0,1,0,169,10.0,
D. Moore,WR,Car,13,,,29,-,29,34,-,34,31,-,31,99%,17,,0,0,0,0,0,0,0,0,8,48,0,4,163,93,1157,4,60,22,0,1,1,1,145,8.5,
J. Waddle,WR,Mia,11,Q,,44,-,44,44,-,44,37,-,37,98%,16,,0,0,0,0,0,0,0,0,2,3,1,1,141,104,1015,6,59,193,0,0,1,1,142,8.9,
T. Lockett,WR,Sea,11,,,100,-,100,87,-,87,98,-,98,86%,16,,0,0,0,0,0,0,0,0,2,9,0,0,107,73,1175,8,41,3,0,1,0,0,168,10.5,
T. Pollard,RB,Dal,9,,,78,-,78,86,-,86,72,-,72,90%,15,,0,0,0,0,0,0,0,0,130,719,2,35,46,39,337,0,15,489,1,0,2,0,124,8.2,
J. Robinson,RB,Jax,11,Q,,111,-,111,117,-,117,117,-,117,65%,14,,0,0,0,0,0,0,0,0,164,767,8,41,46,31,222,0,9,0,0,0,4,2,143,10.2,
M. Pittman Jr.,WR,Ind,14,,,24,-,24,31,-,31,26,-,26,100%,17,,0,0,0,0,0,0,0,0,5,44,0,1,129,88,1082,6,54,0,0,1,1,0,151,8.9,
D. Swift,RB,Det,6,,,15,-,15,15,-,15,9,-,9,100%,13,,0,1,0,0,0,0,0,0,151,617,5,28,78,62,452,2,18,0,0,0,2,1,147,11.3,
S. Michel,RB,Mia,11,,,165,-,165,174,-,174,180,-,180,12%,17,,0,0,0,0,0,0,0,0,208,845,4,49,33,21,128,1,6,90,0,0,1,1,125,7.4,
C. Godwin,WR,TB,11,Q,,101,-,101,67,-,67,63,-,63,88%,14,,0,0,0,0,0,0,0,0,4,21,1,4,127,98,1103,5,55,0,0,0,2,2,144,10.3,
T. Higgins,WR,Cin,10,Q,,27,-,27,29,-,29,29,-,29,99%,14,,0,0,0,0,0,0,0,0,0,0,0,0,110,74,1091,6,53,0,0,1,1,1,145,10.4,
T. Siemian,QB,Chi,14,,,351,-,351,400,-,400,400,-,400,0%,6,,108,80,1154,11,3,1,9,61,9,20,1,2,0,0,0,0,0,0,0,0,3,1,93,15.5,
D. Henderson Jr.,RB,LAR,7,Q,,97,-,97,114,-,114,113,-,113,69%,12,,0,0,0,0,0,0,0,0,149,688,5,39,40,29,176,3,8,0,0,0,0,0,134,11.2,
D. Mooney,WR,Chi,14,,,77,-,77,58,-,58,56,-,56,90%,17,,0,0,0,0,0,0,0,0,6,32,1,2,140,81,1055,4,49,10,0,0,0,0,139,8.2,
T. Taylor,QB,NYG,9,,,400,-,400,357,-,357,400,-,400,0%,6,,91,59,966,5,5,0,13,44,19,151,3,7,0,0,0,0,0,0,0,0,3,0,87,14.5,
A. St. Brown,WR,Det,6,,,57,-,57,72,-,72,58,-,58,94%,17,,0,0,0,0,0,0,0,0,7,61,1,2,119,90,912,5,48,0,0,2,0,0,137,8.1,
B. Cooks,WR,Hou,6,,,55,-,55,47,-,47,43,-,43,95%,16,,0,0,0,0,0,0,0,0,2,21,0,1,134,90,1037,6,45,0,0,0,0,0,142,8.9,
T. McLaurin,WR,Was,14,,,41,-,41,39,-,39,42,-,42,98%,17,,0,0,0,0,0,0,0,0,1,12,0,1,130,77,1053,5,47,0,0,0,0,0,137,8.0,
M. Gaskin,RB,Mia,11,,,216,-,216,240,-,240,228,-,228,3%,17,,0,0,0,0,0,0,0,0,173,612,3,25,63,49,234,4,13,29,0,0,2,1,125,7.3,
A. Cooper,WR,Cle,9,,,87,-,87,65,-,65,69,-,69,92%,15,,0,0,0,0,0,0,0,0,0,0,0,0,104,68,865,8,45,0,0,0,1,0,135,9.0,
M. Carter,RB,NYJ,10,,,113,-,113,116,-,116,105,-,105,68%,14,,0,0,0,0,0,0,0,0,147,639,4,29,55,36,325,0,16,0,0,0,1,1,118,8.5,
C. Kirk,WR,Jax,11,,,96,-,96,96,-,96,94,-,94,85%,17,,1,0,33,0,0,0,0,1,1,11,0,1,103,77,982,5,44,-5,0,0,0,0,131,7.7,
M. Brown,WR,Ari,13,,,79,-,79,56,-,56,57,-,57,92%,16,,0,0,0,0,0,0,0,0,1,5,0,1,146,91,1008,6,41,0,0,0,3,1,135,8.5,
D. Schultz,TE,Dal,9,,,60,-,60,60,-,60,64,-,64,99%,17,,0,0,0,0,0,0,0,0,0,0,0,0,104,78,808,8,43,0,0,1,0,0,131,7.7,
C. Hubbard,RB,Car,13,,,341,-,341,205,-,205,200,-,200,9%,17,,0,0,0,0,0,0,0,0,172,612,5,36,37,25,174,1,8,21,0,0,1,1,113,6.6,
G. Kittle,TE,SF,9,,,53,-,53,48,-,48,48,-,48,100%,14,,0,0,0,0,0,0,0,0,3,20,0,0,94,71,910,6,42,0,0,0,2,1,127,9.1,
A. Thielen,WR,Min,7,,,85,-,85,77,-,77,78,-,78,93%,13,,0,0,0,0,0,0,0,0,1,2,0,0,95,67,726,10,37,0,0,0,1,0,133,10.2,
A. Brown,WR,Phi,7,,,31,-,31,27,-,27,28,-,28,99%,13,,0,2,0,0,0,0,0,0,2,10,0,1,105,63,869,5,45,0,0,0,0,0,118,9.1,
D. Smith,WR,Phi,7,,,94,-,94,81,-,81,90,-,90,88%,17,,0,0,0,0,0,0,0,0,0,0,0,0,104,64,916,5,43,0,0,1,1,1,122,7.2,
D. Freeman,RB,Bal,10,NA,,331,-,331,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,133,576,5,31,42,34,190,1,9,0,0,0,0,0,113,7.0,
D. Booker,RB,NYG,9,NA,,338,-,338,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,145,593,2,31,45,40,268,1,11,0,0,0,0,0,104,6.5,
S. Barkley,RB,NYG,9,,,18,-,18,14,-,14,16,-,16,100%,13,,0,0,0,0,0,0,0,0,162,593,2,27,57,41,263,2,13,0,0,0,2,1,108,8.3,
K. Bourne,WR,NE,10,,,192,-,192,196,-,196,196,-,196,6%,17,,1,0,25,1,0,0,0,1,12,125,0,7,70,55,800,5,27,0,0,0,1,1,126,7.4,
B. Aiyuk,WR,SF,9,,,73,-,73,78,-,78,91,-,91,90%,17,,0,0,0,0,0,0,0,0,5,17,0,0,84,56,826,5,37,208,0,1,1,1,114,6.7,
R. Penny,RB,Sea,11,Q,,69,-,69,71,-,71,81,-,81,90%,10,,0,0,0,0,0,0,0,0,119,749,6,28,8,6,48,0,3,0,0,0,0,0,116,11.6,
T. Boyd,WR,Cin,10,,,125,-,125,124,-,124,121,-,121,57%,16,,1,0,46,0,0,0,0,1,2,22,0,1,94,67,828,5,37,1,0,0,1,0,117,7.3,
J. Williams,RB,Det,6,,,118,-,118,135,-,135,133,-,133,41%,13,,0,0,0,0,0,0,0,0,153,601,3,42,28,26,157,0,6,0,0,0,1,0,94,7.2,
C. Edmonds,RB,Mia,11,,,68,-,68,80,-,80,59,-,59,92%,12,,0,0,0,0,0,0,0,0,116,592,2,32,53,43,311,0,11,0,0,0,1,1,100,8.4,
K. Pitts,TE,Atl,14,,,36,-,36,28,-,28,32,-,32,100%,17,,0,0,0,0,0,0,0,0,0,0,0,0,110,68,1026,1,43,0,0,0,0,0,109,6.4,
V. Jefferson,WR,LAR,7,Q,,201,-,201,175,-,175,167,-,167,9%,17,,0,0,0,0,0,0,0,0,2,20,0,1,89,50,802,6,32,0,0,0,0,0,118,7.0,
C. Claypool,WR,Pit,9,,,124,-,124,110,-,110,115,-,115,70%,15,,0,0,0,0,0,0,0,0,14,96,0,7,105,59,860,2,35,0,0,0,0,0,108,7.2,
R. Gronkowski,TE,TB,11,NA,,320,-,320,400,-,400,400,-,400,7%,12,,0,0,0,0,0,0,0,0,0,0,0,0,89,55,802,6,34,0,0,0,0,0,116,9.7,
M. Jones Jr.,WR,Jax,11,,,210,-,210,184,-,184,168,-,168,8%,17,,0,0,0,0,0,0,0,0,0,0,0,0,120,73,832,4,42,0,0,0,0,0,107,6.3,
D. Knox,TE,Buf,7,,,88,-,88,92,-,92,110,-,110,95%,15,,0,0,0,0,0,0,0,0,0,4,0,0,71,49,587,9,31,0,0,1,0,0,115,7.7,
D. Goedert,TE,Phi,7,,,75,-,75,73,-,73,80,-,80,98%,15,,0,0,0,0,0,0,0,0,0,0,0,0,76,56,830,4,42,0,0,1,1,0,109,7.3,
H. Henry,TE,NE,10,,,129,-,129,115,-,115,127,-,127,70%,17,,0,0,0,0,0,0,0,0,0,0,0,0,75,50,603,9,34,0,0,0,0,0,114,6.7,
R. Stevenson,RB,NE,10,,,80,-,80,85,-,85,79,-,79,90%,12,,0,0,0,0,0,0,0,0,133,606,5,33,18,14,123,0,3,0,0,0,2,1,101,8.4,
J. Meyers,WR,NE,10,Q,,140,-,140,137,-,137,118,-,118,36%,17,,2,0,45,0,0,0,0,1,1,9,0,0,126,83,866,2,42,7,0,2,1,1,103,6.1,
Z. Ertz,TE,Ari,13,Q,,99,-,99,99,-,99,95,-,95,94%,17,,0,0,0,0,0,0,0,0,1,4,0,0,112,74,763,5,40,0,0,0,0,0,107,6.3,
A. Mattison,RB,Min,7,,,115,-,115,123,-,123,120,-,120,62%,16,,0,0,0,0,0,0,0,0,134,491,3,28,39,32,228,1,10,18,0,0,1,1,94,5.9,
B. Pringle,WR,Chi,14,Q,,265,-,265,222,-,222,217,-,217,1%,17,,0,0,0,0,0,0,0,0,0,0,0,0,60,42,568,5,32,621,0,0,0,1,85,5.0,
L. Murray,RB,Bal,10,NA,,337,-,337,400,-,400,400,-,400,0%,14,,0,0,0,0,0,0,0,0,119,501,6,36,13,10,75,0,2,0,0,0,0,0,94,6.7,
T. Patrick,WR,Den,9,IR,,400,-,400,400,-,400,400,-,400,6%,16,,0,0,0,0,0,0,0,0,0,0,0,1,85,53,734,5,39,0,0,0,0,0,103,6.5,
M. Sanders,RB,Phi,7,Q,,66,-,66,70,-,70,75,-,75,91%,12,,0,0,0,0,0,0,0,0,137,754,0,33,34,26,158,0,6,0,0,1,1,1,91,7.6,
B. Berrios,WR,NYJ,10,,,262,-,262,230,-,230,219,-,219,3%,16,,0,0,0,0,0,0,0,0,7,40,2,3,65,46,431,2,22,1053,1,0,1,1,75,4.7,
C. McCaffrey,RB,Car,13,,,2,-,2,2,-,2,1,-,1,100%,7,,0,0,0,0,0,0,0,0,99,442,1,20,41,37,343,1,21,0,0,0,1,0,91,12.9,
A. Green,WR,Ari,13,,,242,-,242,204,-,204,203,-,203,7%,16,,0,0,0,0,0,0,0,0,0,0,0,0,92,54,848,3,37,0,0,0,0,0,103,6.4,
D. Harty,WR,NO,14,,,339,-,339,337,-,337,339,-,339,1%,13,,0,0,0,0,0,0,0,0,5,41,0,1,59,36,570,3,23,889,0,0,0,1,77,5.9,
K. Osborn,WR,Min,7,,,186,-,186,176,-,176,166,-,166,11%,17,,0,0,0,0,0,0,0,0,1,10,0,1,82,50,655,7,26,23,0,0,0,0,109,6.4,
M. Davis,RB,Bal,10,,,193,-,193,223,-,223,216,-,216,15%,17,,0,0,0,0,0,0,0,0,138,503,3,21,58,44,259,1,12,0,0,0,4,3,94,5.5,
M. Callaway,WR,NO,14,,,263,-,263,233,-,233,235,-,235,1%,17,,0,0,0,0,0,0,0,0,0,0,0,0,84,46,698,6,32,2,0,0,0,0,106,6.2,
G. Smith,QB,Sea,11,,,294,-,294,256,-,256,280,-,280,2%,4,,65,30,702,5,1,0,13,31,9,42,1,3,0,0,0,0,0,0,0,0,1,1,55,13.8,
C. Edwards-Helaire,RB,KC,8,,,59,-,59,74,-,74,68,-,68,94%,10,,0,0,0,0,0,0,0,0,119,517,4,21,23,19,129,2,8,0,0,1,2,2,99,9.9,
D. Hopkins,WR,Ari,13,SUSP,,117,-,117,94,-,94,103,-,103,83%,10,,0,0,0,0,0,0,0,0,0,0,0,0,64,42,572,8,32,0,0,0,0,0,105,10.5,
C. Wilson Jr.,WR,Mia,11,,,326,-,326,236,-,236,229,-,229,1%,16,,3,0,88,0,0,0,0,3,2,11,0,1,61,45,602,6,27,36,0,1,1,0,103,6.4,
A. Lazard,WR,GB,14,,,98,-,98,82,-,82,96,-,96,88%,15,,0,0,0,0,0,0,0,0,3,32,0,2,60,40,513,8,28,0,0,0,0,0,103,6.8,
K. Gainwell,RB,Phi,7,,,126,-,126,128,-,128,116,-,116,49%,16,,0,0,0,0,0,0,0,0,68,291,5,19,50,33,253,1,14,137,0,1,1,1,90,5.7,
B. Bolden,RB,LV,6,,,400,-,400,336,-,336,330,-,330,0%,17,,0,0,0,0,0,0,0,0,44,226,1,12,49,41,405,2,21,62,0,1,1,0,83,4.9,
K. Herbert,RB,Chi,14,Q,,127,-,127,136,-,136,132,-,132,34%,17,,0,0,0,0,0,0,0,0,103,433,2,24,16,14,96,0,6,650,0,0,0,0,65,3.8,
M. Gesicki,TE,Mia,11,,,136,-,136,126,-,126,131,-,131,71%,17,,0,1,0,0,0,0,0,0,0,0,0,0,112,73,780,2,39,0,0,1,0,0,92,5.4,
